beta_G,delta_lam_mean,delta_lam_std,chi_max_mean,chi_max_std,gru_r2_peak_mean,gru_r2_peak_std
0.0,-0.11423981270742485,0.006964855473128445,2.168394292496236,0.014101196910094437,0.8358310870327617,0.01463400807499366
0.001,-0.10294037767917623,0.014385453647750308,2.164744278625759,0.012260087290375263,0.8597474438517888,0.030585399596321984
0.005,-0.12836410649273558,0.04455194258926702,2.1415839351227484,0.002611169879524491,0.8066820194473432,0.09356960961450461
0.01,-0.11706467146448696,0.03405318557924714,2.1583589612391663,0.01574473033621143,0.8306016812512597,0.07196905801294214
0.05,-0.15096297654923277,0.06384335546959488,2.1827621399037906,0.0013215873264527693,0.7563362991855884,0.13381693391464547
0.1,-0.117064671464487,0.010600190514377756,2.243116002925021,0.003080747745332079,0.8154683747604258,0.023419169822216878
0.5,-0.1650872703345435,0.02500706466747691,3.9171929047926,0.004344059179273187,0.40866646092840936,0.0922334025721013
1.0,-0.11141495395036272,0.008063918804382621,7.2136084915175145,0.6774389473674132,0.30314999054933317,0.04737359065844997
5.0,-0.05491777880911982,8.651154333134126e-05,9.567295151001053,0.02693987075627773,0.07031011261500986,0.00045151280677868346
